propertyType,bedrooms,bathrooms,squareFeet,lot_size,oceanProximity,yearBuilt,price,has_garage,has_pool
Villa,4,2,3232,4440,<1H OCEAN,1994,2755230,False,False
Townhouse,4,1,1827,7563,NEAR OCEAN,2019,2204404,False,True
Townhouse,5,2,2530,13403,<1H OCEAN,1901,2577285,True,False
Condo,1,3,3985,2292,NEAR BAY,1956,832534,False,False
Condo,4,2,2038,11681,INLAND,1906,792865,True,True
House,4,3,2159,6726,<1H OCEAN,1979,2895005,True,False
House,2,1,3724,13361,INLAND,1909,2737249,False,False
Townhouse,2,2,3500,6265,NEAR OCEAN,1928,1829998,False,False
Townhouse,1,1,1990,7429,INLAND,1993,1569370,True,False
House,5,3,1086,11641,INLAND,1983,1938425,False,False
House,1,1,2743,6985,<1H OCEAN,2005,2133741,False,True
Apartment,1,3,3231,11282,INLAND,1933,105543,False,False
Apartment,2,3,3865,8199,INLAND,1971,2503732,False,False
House,2,1,3694,13821,INLAND,1997,2390367,True,False
Apartment,5,3,3364,4615,NEAR BAY,1997,2812938,True,False
Villa,4,1,2974,10342,INLAND,1944,1434023,True,False
Townhouse,5,1,2256,7434,INLAND,2020,308645,True,True
Townhouse,4,1,1909,2983,INLAND,1999,1135865,False,False
House,3,3,2421,3819,<1H OCEAN,1970,1922521,False,False
Condo,2,3,2730,2976,<1H OCEAN,1957,2522685,False,False
House,3,2,3916,8149,INLAND,1977,2105730,False,True
Apartment,3,1,2793,10380,INLAND,1983,528984,False,False
Condo,2,1,1422,8460,NEAR BAY,2000,820154,True,False
Apartment,3,1,3137,4778,INLAND,1932,593402,False,False
Villa,1,1,2730,13948,NEAR OCEAN,1994,315658,False,False
Apartment,4,1,3544,4571,INLAND,2021,433380,False,False
Villa,5,1,2058,11378,<1H OCEAN,1996,1723399,True,False
Villa,2,1,3004,5901,<1H OCEAN,1989,434589,True,False
Apartment,1,2,1205,5439,INLAND,1989,562890,True,True
Apartment,5,2,2328,12756,<1H OCEAN,1950,1811394,True,False
Villa,5,1,2535,9233,NEAR BAY,1963,1127466,False,False
Condo,5,1,3993,11539,<1H OCEAN,1937,2259589,True,False
Villa,3,2,2768,7484,NEAR OCEAN,1979,1866629,False,False
Townhouse,3,2,2823,9537,INLAND,1911,2260949,True,False
Villa,3,1,1676,5407,<1H OCEAN,1962,1459153,True,True
Condo,3,1,3894,12817,<1H OCEAN,1964,1731733,True,False
Townhouse,1,2,3044,13944,INLAND,1959,2290724,False,False
House,3,2,3326,10858,<1H OCEAN,2007,2552594,False,False
House,2,1,3132,14875,NEAR OCEAN,1919,1030148,True,False
Condo,5,2,1107,2772,INLAND,2020,2938681,True,False
Villa,1,1,1144,13396,<1H OCEAN,2013,2500928,False,False
Apartment,3,3,3868,11356,NEAR BAY,1965,2759478,True,False
Condo,5,1,3838,6953,NEAR BAY,1994,2503257,False,False
Townhouse,1,1,2713,6594,INLAND,1917,2063206,True,False
Townhouse,5,1,3245,10840,<1H OCEAN,1941,1419816,True,False
House,1,2,1584,12415,NEAR BAY,1973,2730927,True,False
Townhouse,4,1,2287,6946,NEAR OCEAN,2018,2778216,True,False
Condo,1,1,1595,11251,<1H OCEAN,2018,1085003,True,False
Townhouse,3,2,1938,2987,NEAR OCEAN,1905,1257866,True,False
Condo,5,3,3483,4190,NEAR BAY,1965,2083003,False,True
Apartment,5,3,1249,14936,INLAND,1979,2264363,False,False
House,5,2,3619,6623,NEAR OCEAN,1968,2576585,True,False
Townhouse,2,1,2227,3785,NEAR BAY,2001,241643,False,False
Condo,2,3,3528,11719,INLAND,1985,1983336,False,False
Villa,3,3,3395,8149,<1H OCEAN,2021,2889010,False,False
House,4,2,3076,14871,NEAR BAY,1921,1174851,True,True
Apartment,2,3,2469,8816,NEAR BAY,1921,484480,True,False
Condo,1,3,1043,14511,<1H OCEAN,1964,2687980,False,False
Apartment,3,2,2912,3901,<1H OCEAN,1999,812257,True,False
Apartment,4,3,1745,4403,<1H OCEAN,1948,239404,True,False
Townhouse,1,1,2783,4985,INLAND,1976,2661210,False,False
Townhouse,5,2,1826,3850,INLAND,1911,1469868,False,False
Condo,2,1,2323,11199,<1H OCEAN,1962,2706560,False,False
Villa,1,1,3908,7155,INLAND,1912,1407290,True,True
Condo,4,2,3849,10737,NEAR BAY,2014,1833543,True,True
Villa,3,3,2850,8017,INLAND,2022,1047282,False,False
Apartment,1,2,3802,10716,NEAR BAY,2011,1563637,True,False
House,3,3,942,14202,NEAR BAY,1961,894803,False,False
Condo,5,1,2583,11929,INLAND,1958,862034,True,True
Condo,4,3,1879,3080,<1H OCEAN,2022,2076833,False,False
Villa,4,1,860,4021,NEAR OCEAN,1910,2391851,True,True
Apartment,2,1,2915,9174,NEAR OCEAN,2013,2404736,False,False
Apartment,4,1,878,7562,INLAND,1981,475963,True,True
Villa,1,2,3214,11530,NEAR BAY,1985,2282105,True,True
Apartment,1,3,1757,12350,NEAR OCEAN,1900,174648,False,False
Townhouse,1,3,3373,13379,NEAR BAY,1967,1510267,True,False
House,5,3,1189,11522,NEAR BAY,1908,2263691,True,False
Condo,4,1,1320,2770,NEAR BAY,1902,1714746,False,True
House,4,2,2475,10180,NEAR BAY,1971,965643,True,False
Condo,1,3,2577,7786,NEAR OCEAN,1908,2670682,False,True
Townhouse,2,3,1052,11933,INLAND,1981,630466,True,False
Apartment,2,2,3966,14597,INLAND,1968,1185792,True,False
Villa,4,3,2514,14381,NEAR BAY,1921,1989280,False,False
Townhouse,4,2,2850,9359,NEAR BAY,2000,2913960,True,False
House,3,2,1495,8945,INLAND,2017,409152,False,False
Villa,4,3,2893,9446,<1H OCEAN,1968,2655444,False,False
Apartment,1,2,2627,14304,NEAR BAY,1922,1773956,False,False
Townhouse,5,2,1452,11550,NEAR OCEAN,1979,2249550,True,True
Villa,4,3,3372,13325,NEAR OCEAN,1904,1639184,False,False
Townhouse,4,1,2305,8780,NEAR BAY,2000,992636,True,False
Townhouse,1,3,1217,12988,NEAR BAY,2007,2996468,True,False
Apartment,3,3,1801,3596,INLAND,1938,1014477,True,True
Condo,4,1,3914,12172,<1H OCEAN,1902,1255857,True,False
Villa,2,2,3743,10747,INLAND,1925,2650010,False,False
Apartment,2,3,3543,7446,<1H OCEAN,2018,251542,False,False
Townhouse,2,1,1358,14156,NEAR OCEAN,1907,1641096,True,False
Apartment,5,1,1730,13763,INLAND,1984,1945946,False,False
Condo,5,3,2098,13251,INLAND,1951,2383131,False,True
Villa,4,3,1394,6354,NEAR BAY,1981,1146862,True,False
Condo,4,1,1920,12952,NEAR BAY,1968,974939,False,False
House,4,3,3714,2834,NEAR OCEAN,1905,433934,False,False
Villa,5,1,3231,11839,<1H OCEAN,1926,1675688,False,False
Condo,4,3,1895,13251,<1H OCEAN,2020,975291,False,False
Townhouse,1,1,3064,11058,NEAR OCEAN,1985,694497,True,False
Villa,3,3,3680,2903,<1H OCEAN,1921,1750388,False,False
Villa,2,3,3653,12649,NEAR BAY,2001,1778666,False,False
Apartment,2,3,3904,2142,NEAR OCEAN,1955,2450185,True,False
Townhouse,1,2,3628,8020,NEAR BAY,2001,1917295,True,True
House,4,3,1015,9886,NEAR OCEAN,1942,908250,True,False
Condo,5,1,2763,5723,NEAR OCEAN,1926,380423,True,False
Apartment,4,1,2948,4786,<1H OCEAN,1944,187075,False,False
Condo,4,2,1269,5390,INLAND,1945,1389428,False,False
House,2,2,979,12887,NEAR OCEAN,2012,623591,True,True
House,2,2,3486,8945,<1H OCEAN,1932,2809550,False,False
Villa,5,3,2283,4759,NEAR OCEAN,2005,2229643,True,True
House,2,3,1176,13541,<1H OCEAN,1994,1045710,False,True
Condo,4,1,3528,14081,NEAR OCEAN,1927,630016,False,True
Townhouse,1,1,3664,9819,<1H OCEAN,1993,318343,False,False
Townhouse,5,3,2627,13925,NEAR OCEAN,1997,1594429,False,False
Villa,1,1,2556,11913,NEAR OCEAN,2008,963694,False,False
Condo,4,3,3127,5153,NEAR OCEAN,1980,1752526,False,False
Condo,5,2,2302,14306,<1H OCEAN,1950,1836827,False,False
House,1,3,2022,14932,INLAND,1963,1158538,False,False
Condo,5,3,1648,4831,NEAR OCEAN,1934,861525,True,False
Apartment,4,3,1552,8512,<1H OCEAN,1935,416121,False,False
House,5,1,3969,11896,NEAR BAY,1905,2078767,False,True
Apartment,4,3,1049,10649,<1H OCEAN,2008,2126779,False,True
Villa,5,3,3761,11468,<1H OCEAN,1992,1148745,False,False
Townhouse,5,3,3976,9531,INLAND,1957,1843833,True,False
Villa,2,2,3620,7312,NEAR BAY,1922,1507070,True,False
Townhouse,4,3,1440,9445,NEAR BAY,1913,2408049,True,True
Villa,3,3,3174,9202,INLAND,1972,2699568,True,False
Condo,5,3,1689,14966,INLAND,1955,1998291,True,True
Apartment,1,1,2305,13507,NEAR OCEAN,1978,1071451,False,False
Townhouse,2,2,1570,3608,NEAR OCEAN,2001,2793542,True,False
House,2,2,2627,5894,<1H OCEAN,1924,2446290,False,False
Apartment,5,3,2770,8788,<1H OCEAN,1919,751396,True,False
House,3,3,3224,3096,NEAR OCEAN,2006,2555516,False,False
Apartment,2,1,3886,2626,NEAR BAY,1985,829151,False,False
Apartment,4,3,3543,3290,<1H OCEAN,1970,2534467,False,True
Villa,5,1,1280,6717,<1H OCEAN,1917,324522,True,False
Townhouse,5,3,3887,5411,INLAND,1916,1506176,True,False
Townhouse,3,1,2556,4144,NEAR OCEAN,1913,2187427,False,False
Apartment,4,2,3422,2899,INLAND,1925,1737167,True,False
Condo,4,3,2576,2697,<1H OCEAN,2003,2981590,True,False
Condo,3,1,1284,8080,NEAR OCEAN,1931,1204928,True,True
House,1,1,3787,13122,NEAR BAY,1992,1642868,False,False
House,4,3,3104,6055,NEAR BAY,2003,2562113,False,False
Villa,1,1,2874,9231,INLAND,1958,2726076,False,False
Apartment,1,3,3896,14383,NEAR OCEAN,1970,2010466,True,False
House,5,3,1885,13809,<1H OCEAN,1956,834576,True,False
House,5,1,2817,5440,NEAR BAY,1972,2114615,False,False
Apartment,2,1,1032,5416,NEAR BAY,1911,2454753,True,False
Villa,5,1,2287,13242,NEAR BAY,1902,1022206,True,False
House,4,2,1148,4489,<1H OCEAN,1931,2253030,True,False
Villa,4,3,1213,8594,<1H OCEAN,1996,193938,True,True
Townhouse,1,3,2510,8377,NEAR BAY,1914,543964,True,False
Villa,4,2,3253,8119,NEAR OCEAN,1908,112276,False,False
Condo,5,2,2113,2792,NEAR OCEAN,1948,1942418,False,False
Condo,5,1,3806,12267,INLAND,1943,1453130,True,True
Villa,5,3,3363,13735,NEAR OCEAN,1980,1765908,True,True
Condo,3,2,1809,9748,INLAND,1927,1518450,False,False
Townhouse,4,2,1086,2922,INLAND,1944,2612674,False,False
Apartment,2,3,3154,3481,NEAR BAY,1912,1425344,True,False
Condo,4,3,3409,8987,INLAND,1946,449154,True,False
Condo,4,3,1581,9505,NEAR OCEAN,1920,1072994,False,False
Villa,3,1,3879,10933,NEAR OCEAN,1949,215934,True,False
Townhouse,4,2,1156,4033,NEAR OCEAN,1946,2642219,True,False
Apartment,1,1,3428,3445,NEAR BAY,2013,104931,True,False
Villa,5,3,2986,10566,INLAND,1904,299793,True,False
Villa,5,3,2334,4909,<1H OCEAN,1906,1814417,True,True
Townhouse,3,2,2364,7768,INLAND,1937,2905783,False,True
Apartment,5,1,2006,10815,INLAND,1936,327268,False,False
Townhouse,1,1,1222,8442,NEAR BAY,1982,105643,True,False
Apartment,3,1,1196,11240,INLAND,2004,1864968,True,True
Townhouse,2,3,3679,2605,NEAR OCEAN,1931,1816631,True,True
Villa,5,2,1104,4113,INLAND,1955,2478360,False,True
Villa,4,1,1842,4576,NEAR BAY,1942,1426296,True,False
House,1,3,2786,7740,INLAND,1966,476447,False,False
Condo,1,3,3073,7510,NEAR BAY,2002,1089228,True,False
Townhouse,5,1,2053,2277,NEAR BAY,1998,2660633,False,False
House,2,2,1650,4057,NEAR BAY,1926,1096755,True,False
Condo,4,2,2431,3164,INLAND,2001,312064,False,True
Townhouse,2,1,1294,14073,<1H OCEAN,1950,1828348,True,False
Apartment,2,3,3474,14315,NEAR BAY,1947,2066876,True,False
Condo,5,3,3949,5171,NEAR BAY,1971,622581,True,False
Villa,4,1,3174,7306,NEAR OCEAN,2014,420587,True,False
House,5,3,2005,8536,NEAR BAY,1952,2603870,True,True
Condo,5,3,1304,12959,INLAND,1982,1583937,False,False
Condo,1,1,1406,2260,INLAND,1993,805284,False,False
Villa,5,3,2212,14325,<1H OCEAN,1947,828435,True,False
Townhouse,3,1,3454,7185,NEAR OCEAN,2003,455829,False,False
Apartment,4,1,3851,5565,NEAR BAY,1909,1449497,True,False
Villa,1,1,3356,5818,INLAND,1993,1800169,False,True
Apartment,4,3,3504,6562,NEAR OCEAN,1908,2855192,False,False
Townhouse,1,1,2116,8207,INLAND,2011,1277752,False,False
Condo,3,3,3378,4794,NEAR BAY,1985,1391453,True,False
Apartment,5,1,1961,11395,INLAND,1994,1091616,False,False
House,1,2,2379,8988,NEAR OCEAN,1945,303465,True,False
House,1,3,2561,4012,<1H OCEAN,1909,2458862,True,True
Villa,1,3,2168,12002,NEAR BAY,1935,1639358,False,False
Townhouse,3,3,836,8242,INLAND,1909,726804,False,False
Villa,4,2,1113,13800,NEAR OCEAN,2015,721264,True,True
Villa,3,1,1019,10495,INLAND,2016,2306923,True,False
Villa,1,2,3487,3096,INLAND,1926,2403748,True,True
House,1,1,2227,14220,<1H OCEAN,1978,2023813,False,False
House,5,1,2518,13810,<1H OCEAN,1918,653903,False,True
Villa,3,1,2732,3166,NEAR BAY,1910,1099142,False,False
House,3,1,1203,6309,NEAR BAY,1931,458514,True,False
Townhouse,2,1,1278,9884,NEAR BAY,1919,2164456,False,False
Villa,4,2,3569,4352,NEAR BAY,1945,690672,True,False
House,2,3,3784,7533,NEAR OCEAN,1959,1723708,False,False
Apartment,2,2,1623,10084,NEAR BAY,1978,2917714,True,False
Villa,4,3,1019,7848,NEAR BAY,1967,1486409,True,False
Villa,5,3,3214,10536,INLAND,1916,1786893,True,True
Townhouse,5,3,2019,2743,INLAND,1964,2603501,False,False
Condo,4,2,1783,11813,NEAR OCEAN,1956,1304115,False,False
Condo,4,1,1483,4541,INLAND,1918,2497430,False,False
Townhouse,3,1,3816,7800,INLAND,1904,554766,True,False
Townhouse,3,3,2510,12114,NEAR OCEAN,1981,287226,False,False
Townhouse,3,1,2769,3148,<1H OCEAN,1980,2939549,True,False
Condo,3,1,3903,13080,INLAND,1954,2527323,True,False
Townhouse,1,2,3866,14142,<1H OCEAN,2005,2528018,True,False
House,1,1,2559,10848,<1H OCEAN,2004,862067,True,False
Villa,5,1,3925,6712,<1H OCEAN,1903,2143769,True,False
Villa,1,2,3270,2775,NEAR OCEAN,1951,805204,False,True
Apartment,1,1,1803,11861,NEAR BAY,1918,1948498,True,True
Apartment,3,3,3081,8207,NEAR OCEAN,1930,2167184,True,True
Villa,3,2,1628,12199,NEAR OCEAN,1902,2256882,False,False
House,4,1,1542,14789,NEAR BAY,2013,1480915,False,False
Condo,3,1,1933,11851,<1H OCEAN,1966,307499,True,True
Condo,4,2,3834,9178,NEAR BAY,1928,307681,True,False
House,4,3,3726,10798,<1H OCEAN,1952,672771,True,False
Condo,1,2,1923,13895,NEAR BAY,1907,2022324,True,False
Townhouse,3,3,2535,2429,<1H OCEAN,2019,581852,True,True
Villa,1,2,2034,13564,INLAND,1904,2435003,True,False
Villa,3,1,3580,11196,<1H OCEAN,1963,2689131,False,False
House,1,2,2660,3612,NEAR BAY,1994,2356132,False,False
Condo,1,2,1474,14381,INLAND,1926,1626129,True,False
Apartment,1,3,2217,12554,<1H OCEAN,1932,2690142,True,False
Apartment,5,2,3502,12392,INLAND,1957,2506926,True,False
Condo,1,3,3105,12379,INLAND,1961,2932680,True,False
Apartment,2,2,2068,11812,NEAR OCEAN,1981,1181251,False,False
House,2,1,1801,6311,NEAR BAY,1987,2762248,True,True
House,2,2,1423,13033,NEAR OCEAN,1925,907816,False,False
Condo,4,1,898,6465,NEAR BAY,1994,2271389,False,False
Apartment,1,3,1926,11163,<1H OCEAN,1913,1250123,True,False
House,2,3,2859,4288,NEAR OCEAN,1988,1992090,False,False
House,4,3,2716,11750,INLAND,1931,2903039,False,False
Townhouse,2,3,2049,4368,NEAR OCEAN,2022,1021515,False,False
Townhouse,3,2,3660,4092,NEAR OCEAN,2002,929897,True,False
House,5,2,978,9753,INLAND,1940,2258083,False,False
Condo,1,2,3878,14901,NEAR BAY,2020,2440004,False,False
Villa,5,1,2999,10111,<1H OCEAN,1913,2551609,False,False
Villa,5,2,1634,2283,<1H OCEAN,1947,2988577,False,False
House,3,1,1381,12226,INLAND,1947,910354,False,False
House,3,1,2176,13847,NEAR BAY,1990,450097,False,False
House,3,2,3412,13816,NEAR BAY,1985,2047910,True,False
Condo,4,1,2240,12006,NEAR OCEAN,1937,2151949,False,True
Townhouse,2,3,2428,10863,<1H OCEAN,1906,1971470,False,True
House,1,2,2393,4134,NEAR BAY,1932,731800,True,False
House,3,2,995,9174,INLAND,2006,477491,True,False
Apartment,1,1,3172,3482,<1H OCEAN,2004,2087342,False,False
Condo,1,2,3329,8326,INLAND,1996,1759827,False,False
House,1,2,3055,4346,NEAR BAY,1923,582165,True,False
Apartment,3,1,1735,8541,NEAR OCEAN,1925,1808699,False,True
Villa,3,2,2122,2013,<1H OCEAN,1949,1933965,False,False
House,2,2,1756,8243,NEAR BAY,1941,2698847,False,True
House,3,2,3273,2755,NEAR BAY,1994,1486818,True,False
Apartment,3,1,1885,10360,INLAND,1990,1542946,False,False
Condo,1,2,1366,4279,<1H OCEAN,1912,2186072,True,True
House,2,2,3465,3134,NEAR BAY,1930,1988959,False,False
Villa,5,2,3792,4661,NEAR OCEAN,1995,2523265,False,False
House,3,3,1901,6824,<1H OCEAN,1922,270375,True,False
Villa,3,2,1686,2239,INLAND,1936,1860008,False,True
Townhouse,5,1,3776,4287,NEAR OCEAN,2003,1904962,True,False
Townhouse,1,3,1083,6365,NEAR BAY,2008,2126967,True,False
Villa,2,1,1880,4587,NEAR BAY,1958,1170498,True,False
Condo,1,2,3528,3309,NEAR BAY,1957,1171242,False,False
House,4,2,1175,8478,NEAR BAY,1915,596024,False,True
House,3,2,3223,2442,INLAND,1938,2569888,False,False
Townhouse,4,3,3619,10916,NEAR OCEAN,1971,1193384,True,True
Villa,3,2,1587,2907,<1H OCEAN,1981,561431,True,False
House,4,1,1172,3526,NEAR BAY,2021,296555,True,False
House,5,3,1656,12609,NEAR OCEAN,1990,1974764,False,False
Condo,3,1,2498,11335,NEAR OCEAN,1908,1034428,False,True
Apartment,3,1,3091,10266,NEAR OCEAN,1963,686541,True,False
Townhouse,4,1,3609,4470,NEAR OCEAN,1991,2690937,False,False
Townhouse,2,1,3910,2069,INLAND,1921,1656327,True,False
Apartment,4,1,3480,6840,NEAR OCEAN,1974,909431,False,False
House,3,2,2933,8414,INLAND,1953,1766254,False,True
Condo,3,1,898,14257,INLAND,1921,2768905,True,False
Condo,2,1,3221,10323,NEAR BAY,2012,2275862,False,False
Townhouse,1,2,3605,11313,<1H OCEAN,1913,2688402,False,True
Condo,2,3,2318,14389,<1H OCEAN,1986,2644284,False,False
Apartment,1,2,2729,9595,NEAR OCEAN,1965,1607017,True,False
House,3,3,2031,11382,NEAR OCEAN,1978,2280350,True,False
Apartment,5,1,1424,3128,<1H OCEAN,1949,2874647,True,False
Villa,5,2,3830,2597,<1H OCEAN,1904,172172,True,False
Townhouse,4,3,882,11764,INLAND,1992,1531399,True,True
Condo,2,3,2400,7561,NEAR OCEAN,2017,1540510,True,False
Villa,2,2,800,10863,<1H OCEAN,1996,1266979,True,True
Condo,5,2,3284,6730,<1H OCEAN,2011,1335804,False,True
House,1,2,1485,7019,INLAND,2007,2800415,False,False
House,2,2,1049,8105,NEAR BAY,1993,847143,True,False
House,1,2,1209,5715,INLAND,2009,940039,False,False
Condo,1,1,3585,5337,<1H OCEAN,1916,483808,True,False
Villa,1,1,2209,14058,NEAR OCEAN,1900,1000970,True,False
House,1,2,1907,4899,NEAR BAY,1913,1658564,False,False
Villa,4,2,1289,8563,INLAND,2010,776253,False,True
Condo,4,1,3086,4308,NEAR BAY,1954,713070,False,True
Villa,5,3,3770,4463,NEAR BAY,2007,1510967,False,False
Condo,4,1,3387,7474,INLAND,1916,578664,True,False
Condo,2,2,3227,5990,NEAR OCEAN,1908,359242,True,False
Townhouse,4,3,1598,13724,<1H OCEAN,1998,547626,False,False
Condo,2,2,1742,4748,<1H OCEAN,1994,1835275,True,False
Condo,2,3,2303,7504,NEAR OCEAN,1911,1083149,False,False
Apartment,1,2,2794,12782,NEAR BAY,2021,770895,True,False
House,5,1,2127,13222,NEAR OCEAN,2008,2181919,False,False
Townhouse,1,2,1494,13573,NEAR BAY,1965,848516,False,False
Townhouse,1,1,934,9073,INLAND,2017,502455,False,True
Townhouse,4,3,2291,11903,NEAR BAY,1914,382837,False,False
Apartment,4,1,3208,14336,<1H OCEAN,1933,2694641,True,False
Condo,2,3,3416,14731,<1H OCEAN,1936,794623,False,True
House,4,2,3986,10363,NEAR BAY,1952,2905899,False,False
Villa,4,1,985,13229,<1H OCEAN,1940,606984,True,False
Condo,3,3,1277,7943,NEAR OCEAN,1993,1147988,False,False
Apartment,2,3,3735,5401,NEAR BAY,1977,853421,True,False
Condo,2,3,800,6101,NEAR OCEAN,2008,946298,True,False
Condo,3,3,3697,9755,<1H OCEAN,1903,892332,True,False
Apartment,2,2,3815,3227,NEAR OCEAN,1907,953257,True,False
Townhouse,5,2,3388,4416,NEAR BAY,1986,2392808,False,True
Townhouse,5,2,2485,2721,NEAR OCEAN,1970,824428,False,False
House,3,3,1791,13811,NEAR OCEAN,1916,635430,False,False
House,4,2,3549,2930,<1H OCEAN,1921,2286125,True,True
Townhouse,5,3,1069,12520,<1H OCEAN,2001,125723,True,False
Villa,3,3,3745,11270,NEAR BAY,1989,1715459,False,False
Condo,5,3,3266,7288,NEAR BAY,1907,2650133,True,False
Villa,1,1,994,13576,<1H OCEAN,1921,2693767,False,False
Condo,3,2,3102,13157,INLAND,1939,188324,True,False
Townhouse,2,2,878,13741,<1H OCEAN,2008,1638060,False,False
House,5,1,1921,4475,INLAND,1921,1659571,True,False
House,2,1,1585,11727,NEAR OCEAN,2003,585366,True,False
Villa,3,1,3661,10604,NEAR BAY,1904,674899,True,True
House,5,1,1246,2838,NEAR OCEAN,1908,2892654,False,False
Townhouse,2,3,922,5687,NEAR OCEAN,1959,2214982,False,False
Villa,4,2,2433,3026,<1H OCEAN,1919,2096564,True,False
Condo,4,2,3523,13860,NEAR BAY,1985,2717535,True,True
House,1,2,2381,14972,INLAND,2022,1530032,False,False
Apartment,3,3,1158,4835,<1H OCEAN,1933,695653,False,False
House,2,2,3086,8472,<1H OCEAN,1998,2440461,True,False
Condo,1,1,2565,8376,NEAR OCEAN,1935,1935544,False,True
Villa,3,2,1604,7795,INLAND,1982,453741,False,True
Condo,4,2,2579,10251,<1H OCEAN,1991,2623154,False,False
Apartment,2,3,2353,2589,NEAR BAY,1970,2602515,False,False
Townhouse,5,1,3530,12769,INLAND,2004,875946,True,False
House,4,1,2695,5168,<1H OCEAN,1937,467647,False,False
Villa,5,1,1468,4034,NEAR OCEAN,1966,685993,False,False
Townhouse,5,2,3051,7185,<1H OCEAN,1931,2111374,False,False
Condo,2,1,942,14260,INLAND,1945,1996161,False,False
Villa,2,1,3034,7150,NEAR OCEAN,2008,930066,True,False
Townhouse,5,2,2969,7077,<1H OCEAN,1994,1139915,False,False
Villa,1,3,1923,2776,INLAND,2008,1777404,True,True
Apartment,5,2,1083,10339,INLAND,1924,2476284,False,False
Apartment,5,3,3796,10238,NEAR OCEAN,1963,397173,True,False
House,2,3,3374,11459,NEAR OCEAN,1932,294417,True,False
House,3,1,1183,3501,NEAR BAY,1946,1521645,False,False
Apartment,4,1,2378,11810,NEAR BAY,1968,679514,False,False
Villa,2,2,3745,8499,<1H OCEAN,1928,1527723,True,False
Apartment,1,3,986,3664,NEAR BAY,1958,2383605,False,False
House,4,2,3879,8596,NEAR BAY,2022,1971424,True,False
Apartment,2,1,1423,8665,NEAR OCEAN,1930,701841,True,False
Apartment,2,3,1344,14232,<1H OCEAN,1925,1497323,True,False
Villa,3,1,1713,8320,INLAND,1962,442014,True,True
Townhouse,1,1,2937,13195,NEAR OCEAN,1957,617451,False,False
House,1,1,3343,4022,INLAND,1984,2014036,True,True
Villa,2,3,1759,10401,NEAR BAY,1997,368690,True,False
Apartment,3,3,2547,9209,NEAR BAY,2000,897305,True,False
Apartment,2,1,2963,9291,NEAR BAY,1948,2321440,True,False
Townhouse,5,3,3532,14474,INLAND,1964,739539,True,False
House,5,1,1843,11379,<1H OCEAN,1958,548016,True,True
House,3,1,2979,10030,NEAR OCEAN,1961,2869889,False,False
Condo,2,1,2115,5053,NEAR BAY,1967,905098,True,False
House,3,3,2837,2034,NEAR BAY,2010,887385,True,False
Townhouse,2,2,2177,4043,<1H OCEAN,1946,2977894,False,False
Condo,2,2,2412,11468,NEAR OCEAN,1921,1636317,False,True
Condo,5,3,1022,14762,<1H OCEAN,1979,885669,True,True
Apartment,4,3,1235,6854,<1H OCEAN,2008,1329407,True,False
Apartment,1,1,2461,14757,NEAR BAY,1963,2179451,True,True
House,1,1,3910,4954,NEAR BAY,1945,2499709,True,False
Condo,3,2,1126,10455,<1H OCEAN,1958,1140196,True,False
Apartment,1,1,2032,11320,INLAND,1931,2355836,True,False
Townhouse,5,2,2953,5291,NEAR BAY,1997,645665,False,False
